what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1650888045903
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1650888045919
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1650888045919
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1650888045919
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1650888045919
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1650888045919
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1650888045919
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1650888045919
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1650888045919
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1650888045919
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1650888045919
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1650888045919
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1650888045919
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1650888045919
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1650888045919
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1650888045934
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1650888045934
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1650888045934
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1650888045934
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1650888045934
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1650888045934
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1650888045934
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1650888045934
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1650888045934
os,sysinfo,,,"win32",1650888045934
arch,sysinfo,,,"x86_64",1650888045934
ws,sysinfo,,,"win32",1650888045934
locale,sysinfo,,,"en_IN",1650888045934
processors,sysinfo,,,"4",1650888045934
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1650888045934
java.runtime.version,sysinfo,,,"1.8.0_321-b07",1650888045934
java.specification.name,sysinfo,,,"Java Platform API Specification",1650888045934
java.specification.vendor,sysinfo,,,"Oracle Corporation",1650888045934
java.specification.version,sysinfo,,,"1.8",1650888045934
java.vendor,sysinfo,,,"Oracle Corporation",1650888045934
java.version,sysinfo,,,"1.8.0_321",1650888045934
java.vm.info,sysinfo,,,"mixed mode",1650888045934
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1650888045934
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1650888045934
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1650888045934
java.vm.specification.version,sysinfo,,,"1.8",1650888045934
java.vm.vendor,sysinfo,,,"Oracle Corporation",1650888045934
java.vm.version,sysinfo,,,"25.321-b07",1650888045934
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1650888046421
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1650888046484
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1650888046499
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1650888046530
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1650888046702
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1650888046702
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1650888046874
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1650888046890
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1650888047046
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1650888047109
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1650888047125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1650888054029
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1650888054713
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1650888054901
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1650888054932
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1650888054948
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1650888054948
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1650888067191
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650888076402
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1650888110416
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1650888110478
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1650888110494
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1650888110541
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1650888110541
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1650888110603
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1650888110650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888110728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888115574
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888115745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888117918
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1650888135363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888137475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888140541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888140650
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888143273
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888154924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888244655
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888256192
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888865977
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.ui",1650888947232
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1650888947232
started,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1650888947232
started,bundle,org.eclipse.jst.common.frameworks,1.1.402.v201009081300,"org.eclipse.jst.common.frameworks",1650888947295
started,bundle,org.eclipse.jpt.core,2.3.2.v201008252310,"org.eclipse.jpt.core",1650888947342
started,bundle,org.eclipse.datatools.connectivity,1.2.1.v201007142147,"org.eclipse.datatools.connectivity",1650888947373
started,bundle,org.eclipse.jpt.db,1.2.201.v201008242310,"org.eclipse.jpt.db",1650888947373
started,bundle,org.eclipse.jst.j2ee.web,1.1.402.v201008242000,"org.eclipse.jst.j2ee.web",1650888947529
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888947607
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1650888947982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888950887
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1650888954622
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888960429
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888965266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888965360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888967750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888981282
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888986085
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888986382
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650888988581
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1650888988991
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1650888992390
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650889024338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889028729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889058870
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1650889070958
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650889108064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889121678
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889125124
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1650889169320
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889184675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889967496
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650889975102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650890009875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650890017244
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650890029409
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1650890030592
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650890032783
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650890198581
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650890200990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650890254656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650892267282
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650892267410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650892267533
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650892270513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650893781445
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1650893793153
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1650893794622
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1650893794653
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650893799563
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650893824647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650893824787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650893824893
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1650893824940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650893827512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650893847675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1650894741974
